project_id,file_name,language,framework,lines_of_code,cyclomatic_complexity,num_methods,num_classes,code_smell_type,smell_severity,refactoring_suggested,refactoring_applied,pre_refactor_complexity,post_refactor_complexity,technical_debt_minutes,maintainability_index,bug_prone_score,developer_experience_years
9666,file_21.py,Go,Spring,455,21,7,15,Lazy Class,Major,Inline Method,1,33,34,408,60.88,0.796,11
3558,file_22.py,Java,Angular,1987,21,71,9,Duplicated Code,Major,Inline Method,1,44,28,152,94.42,0.363,16
8849,file_23.py,Java,React,946,16,78,15,God Class,Major,Inline Method,1,44,4,163,44.98,0.787,6
3047,file_24.py,Go,Flask,470,25,68,10,Duplicated Code,Critical,Extract Method,0,45,34,385,29.93,0.056,3
3747,file_25.py,C++,React,1369,35,73,9,Message Chains,Major,Extract Class,1,8,35,484,12.61,0.13,4
1189,file_26.py,Go,Flask,107,42,46,11,Message Chains,Critical,Replace Conditional with Polymorphism,1,25,13,428,23.86,0.155,15
3734,file_27.py,C++,None,789,40,44,2,God Class,Major,Extract Method,1,38,29,272,43.61,0.527,14
4005,file_28.py,JavaScript,Angular,1546,3,51,2,Switch Statements,Major,Encapsulate Field,0,5,4,16,70.42,0.133,4
5658,file_29.py,Java,Spring,836,40,12,17,Temporary Field,Critical,Move Method,1,27,20,495,31.96,0.577,1
2899,file_30.py,Go,Django,1467,9,52,6,Message Chains,Major,Simplify Conditional,1,33,3,165,89.41,0.717,7
8734,file_31.py,Go,Django,465,18,41,11,Lazy Class,Critical,Simplify Conditional,0,29,39,109,92.03,0.588,15
2267,file_32.py,Java,Spring,1638,16,25,18,Shotgun Surgery,Minor,Encapsulate Field,1,51,1,434,65.21,0.36,10
2528,file_33.py,JavaScript,React,1970,10,61,8,Speculative Generality,Major,Extract Method,0,6,23,216,17.9,0.067,3
4556,file_34.py,Go,React,609,33,31,2,Switch Statements,Critical,Split Class,1,16,24,457,92.03,0.438,14
4890,file_35.py,JavaScript,React,1365,28,60,13,Lazy Class,Critical,Replace Conditional with Polymorphism,1,35,37,241,35.28,0.573,13
9838,file_36.py,Python,React,699,22,17,5,Duplicated Code,Critical,Extract Class,1,47,16,370,79.62,0.167,11
6393,file_37.py,Java,Angular,1226,28,49,6,Long Method,Major,Extract Class,1,45,5,79,69.23,0.113,15
9792,file_38.py,Go,Angular,683,13,5,9,Switch Statements,Minor,Extract Method,1,12,39,484,12.03,0.444,8
9433,file_39.py,Java,Angular,1210,19,35,15,Feature Envy,Major,Introduce Parameter Object,1,40,7,488,48.55,0.174,3
8513,file_40.py,Python,Flask,795,17,23,12,Data Clumps,Critical,Replace Conditional with Polymorphism,1,30,1,180,54.45,0.866,12
3612,file_41.py,Python,Angular,181,38,22,9,Large Class,Minor,Extract Method,0,51,36,236,66.66,0.672,7
8041,file_42.py,Python,None,839,6,19,4,Feature Envy,Critical,Extract Class,0,55,5,447,43.55,0.794,10
7235,file_43.py,JavaScript,Angular,1234,41,60,9,Lazy Class,Critical,Introduce Parameter Object,0,9,23,106,72.0,0.88,2
6486,file_44.py,Go,Django,444,39,67,18,Dead Code,Minor,Move Method,0,5,23,24,47.48,0.559,5
8099,file_45.py,C++,None,305,13,12,16,Feature Envy,Critical,Replace Conditional with Polymorphism,0,28,26,130,57.12,0.469,9
1775,file_46.py,Java,None,375,23,41,17,Feature Envy,Critical,Remove Dead Code,1,17,33,202,20.36,0.808,5
9226,file_47.py,C++,Flask,1228,42,38,3,Switch Statements,Major,Replace Conditional with Polymorphism,0,49,38,22,71.73,0.85,14
4152,file_48.py,Go,Django,452,48,40,1,Switch Statements,Minor,Encapsulate Field,1,34,8,96,90.36,0.789,17
2585,file_49.py,Go,Django,1184,43,78,1,Data Clumps,Critical,Introduce Parameter Object,1,21,35,112,75.54,0.797,3
4943,file_50.py,Python,Flask,1166,31,51,17,Dead Code,Critical,Extract Class,0,7,27,211,82.2,0.094,13
8555,file_51.py,C++,None,747,14,59,11,God Class,Major,Remove Dead Code,1,5,27,400,70.22,0.587,15
4073,file_52.py,Go,None,485,22,46,14,Lazy Class,Critical,Remove Dead Code,0,46,22,309,69.58,0.084,18
2021,file_53.py,Go,Angular,351,19,1,8,God Class,Minor,Inline Method,0,56,17,107,70.02,0.488,0
4843,file_54.py,Go,None,413,39,72,19,Feature Envy,Major,Replace Conditional with Polymorphism,1,9,24,475,55.32,0.627,11
8989,file_55.py,C#,Angular,38,49,10,3,Data Clumps,Minor,Split Class,1,51,12,221,97.96,0.711,12
7873,file_56.py,C#,Spring,477,31,52,12,Message Chains,Major,Inline Method,1,15,6,337,45.15,0.942,10
6675,file_57.py,C++,Django,1172,44,10,16,Feature Envy,Major,Move Method,0,46,9,413,24.28,0.818,17
1161,file_58.py,Python,Angular,871,49,32,16,Large Class,Minor,Extract Method,1,11,1,51,37.11,0.038,19
5297,file_59.py,JavaScript,Django,476,6,70,4,Temporary Field,Minor,Replace Conditional with Polymorphism,0,13,6,442,37.62,0.175,19
1995,file_60.py,C#,Spring,723,36,64,9,Feature Envy,Minor,Rename Variable,0,11,23,299,17.07,0.074,0
8629,file_61.py,C++,Flask,1535,15,73,18,Inappropriate Intimacy,Critical,Move Method,1,29,5,78,24.29,0.565,1
2016,file_62.py,C#,React,1902,17,70,7,Large Class,Major,Introduce Parameter Object,1,35,32,169,33.41,0.233,18
8869,file_63.py,Go,None,1065,4,43,1,Duplicated Code,Minor,Encapsulate Field,1,53,11,280,57.74,0.913,12
7439,file_64.py,Java,Django,1725,26,52,2,Inappropriate Intimacy,Critical,Extract Class,0,29,38,346,99.17,0.742,8
8892,file_65.py,JavaScript,React,663,46,60,18,Message Chains,Critical,Move Method,1,37,12,302,40.09,0.21,11
7863,file_66.py,Python,Angular,1631,32,61,18,Duplicated Code,Critical,Encapsulate Field,1,25,37,381,43.37,0.539,7
8916,file_67.py,Java,Django,192,23,48,3,Dead Code,Critical,Move Method,1,10,27,173,61.44,0.241,1
9529,file_68.py,Python,Django,326,9,48,13,Data Clumps,Major,Introduce Parameter Object,0,34,7,263,99.17,0.056,19
1878,file_69.py,Java,React,521,7,52,12,Switch Statements,Major,Inline Method,0,51,7,406,46.16,0.662,16
5887,file_70.py,C#,React,1906,44,61,19,Feature Envy,Critical,Inline Method,1,50,9,127,76.99,0.49,6
5859,file_71.py,Go,Flask,1759,35,15,8,Message Chains,Minor,Rename Variable,0,30,1,345,79.65,0.371,6
7331,file_72.py,Python,React,252,25,30,2,Duplicated Code,Critical,Encapsulate Field,0,33,12,193,87.81,0.701,5
9571,file_73.py,Python,Django,1839,40,55,14,Temporary Field,Major,Move Method,0,29,37,347,54.15,0.097,12
9684,file_74.py,JavaScript,Spring,800,41,10,7,Data Clumps,Major,Extract Class,0,50,30,49,74.6,0.322,9
8208,file_75.py,Java,Angular,276,24,54,8,Duplicated Code,Major,Replace Conditional with Polymorphism,1,51,3,428,95.7,0.606,2
6276,file_76.py,Python,React,958,14,54,17,Duplicated Code,Critical,Introduce Parameter Object,0,57,38,461,53.23,0.612,6
3062,file_77.py,C#,React,619,4,7,3,Switch Statements,Major,Extract Method,0,14,37,431,21.44,0.148,0
1064,file_78.py,Python,Angular,675,24,57,8,Primitive Obsession,Critical,Replace Conditional with Polymorphism,1,8,4,471,53.3,0.282,5
9006,file_79.py,Java,React,760,13,30,7,God Class,Critical,Extract Class,0,44,15,453,42.53,0.73,10
3568,file_80.py,Python,Flask,1343,12,76,17,Shotgun Surgery,Critical,Encapsulate Field,0,16,35,22,42.12,0.412,15
6463,file_81.py,JavaScript,React,1166,47,13,15,Feature Envy,Minor,Inline Method,0,55,26,40,14.46,0.568,17
3027,file_82.py,JavaScript,Django,1196,19,66,12,God Class,Minor,Extract Method,1,59,36,50,51.43,0.428,15
3695,file_83.py,Go,Flask,51,21,41,7,Lazy Class,Minor,Introduce Parameter Object,0,8,13,39,62.43,0.526,4
6258,file_84.py,Java,Flask,649,1,49,7,Feature Envy,Critical,Replace Conditional with Polymorphism,1,26,28,168,51.33,0.862,18
6618,file_85.py,JavaScript,Flask,139,23,28,13,Message Chains,Critical,Inline Method,0,29,32,87,40.29,0.632,0
7736,file_86.py,JavaScript,Angular,609,37,74,13,Primitive Obsession,Major,Encapsulate Field,1,34,22,488,25.1,0.034,4
1391,file_87.py,C#,React,793,46,15,18,Data Clumps,Critical,Move Method,1,5,35,60,87.96,0.24,9
6892,file_88.py,Go,Flask,905,25,19,5,Lazy Class,Minor,Extract Class,0,48,19,432,90.35,0.417,16
4561,file_89.py,Go,None,1955,24,8,11,Shotgun Surgery,Critical,Extract Method,0,23,33,495,86.29,0.631,8
7184,file_90.py,C#,Angular,1996,20,46,12,Speculative Generality,Critical,Introduce Parameter Object,0,8,15,439,62.68,0.288,19
4099,file_91.py,Java,None,456,39,72,10,Speculative Generality,Major,Extract Method,0,33,36,156,59.79,0.431,9
7278,file_92.py,Go,None,1789,11,69,17,Duplicated Code,Minor,Replace Conditional with Polymorphism,0,7,21,485,66.03,0.829,2
9392,file_93.py,Java,Spring,1933,26,38,14,Message Chains,Critical,Remove Dead Code,0,30,2,387,22.54,0.678,7
4104,file_94.py,Go,Spring,472,48,35,15,God Class,Critical,Extract Method,1,9,15,77,65.89,0.539,2
8215,file_95.py,Java,Spring,1762,21,35,1,Shotgun Surgery,Critical,Replace Conditional with Polymorphism,0,36,38,130,14.18,0.051,17
3454,file_96.py,Python,React,375,15,59,12,Inappropriate Intimacy,Minor,Encapsulate Field,1,39,21,371,16.27,0.792,10
9996,file_97.py,C#,Spring,506,49,64,6,Data Clumps,Minor,Encapsulate Field,0,21,20,313,35.92,0.218,12
3731,file_98.py,C#,React,1892,37,73,3,Feature Envy,Minor,Simplify Conditional,1,47,32,80,61.34,0.745,15
9154,file_99.py,C#,React,1287,33,53,7,Dead Code,Critical,Replace Conditional with Polymorphism,1,49,15,246,53.07,0.754,14
6056,file_100.py,Java,Spring,1604,11,26,5,Temporary Field,Critical,Introduce Parameter Object,1,57,2,94,11.76,0.882,16
9110,file_101.py,Java,Django,1510,6,46,5,Shotgun Surgery,Minor,Extract Method,1,55,16,106,60.87,0.933,0
4840,file_102.py,Go,React,314,12,37,19,Temporary Field,Major,Remove Dead Code,1,45,5,196,87.3,0.334,6
2028,file_103.py,JavaScript,Spring,975,9,61,11,Lazy Class,Critical,Replace Conditional with Polymorphism,0,39,29,203,25.04,0.615,19
8385,file_104.py,JavaScript,React,257,16,38,7,Temporary Field,Critical,Extract Method,1,38,26,372,91.91,0.92,8
1502,file_105.py,C++,React,130,41,47,9,Dead Code,Critical,Inline Method,1,56,9,56,55.83,0.973,3
7910,file_106.py,C#,None,104,4,71,2,Feature Envy,Critical,Simplify Conditional,1,21,34,30,49.94,0.334,5
7938,file_107.py,JavaScript,None,1586,44,68,19,Temporary Field,Major,Remove Dead Code,0,16,10,10,25.49,0.658,4
5488,file_108.py,JavaScript,React,67,20,78,14,Lazy Class,Critical,Rename Variable,0,34,27,451,94.97,0.988,4
1206,file_109.py,C#,Spring,34,2,18,1,Primitive Obsession,Minor,Extract Class,0,53,28,411,44.8,0.508,9
6134,file_110.py,Python,None,1028,30,68,6,Shotgun Surgery,Minor,Split Class,1,8,27,307,19.62,0.992,7
6977,file_111.py,Java,Django,1645,16,47,6,Inappropriate Intimacy,Major,Split Class,0,11,1,431,28.25,0.13,13
8721,file_112.py,Python,Django,53,8,12,16,Feature Envy,Minor,Split Class,0,44,1,366,84.37,0.265,10
8035,file_113.py,Python,Angular,128,15,12,5,Large Class,Major,Extract Method,1,33,12,44,76.7,0.27,15
2484,file_114.py,C++,Django,196,3,28,8,Dead Code,Minor,Move Method,1,17,37,419,65.16,0.891,19
8858,file_115.py,C#,Django,856,31,44,3,Message Chains,Critical,Encapsulate Field,0,25,32,194,24.29,0.227,15
1863,file_116.py,Python,Spring,121,32,55,7,Feature Envy,Major,Move Method,1,48,15,53,88.7,0.874,18
3790,file_117.py,Python,React,647,37,9,3,Long Method,Minor,Move Method,0,22,37,441,12.88,0.717,12
8408,file_118.py,Python,Flask,1341,5,15,8,Data Clumps,Critical,Extract Class,0,54,9,21,10.91,0.21,6
9755,file_119.py,Python,Flask,786,29,50,11,Temporary Field,Minor,Inline Method,1,19,5,226,43.41,0.398,18
6116,file_120.py,Go,None,338,13,69,16,Primitive Obsession,Critical,Split Class,1,32,23,57,14.63,0.298,15
7019,file_121.py,C++,Angular,1868,43,57,11,Switch Statements,Major,Replace Conditional with Polymorphism,1,42,13,459,34.18,0.175,3
2757,file_122.py,C++,Spring,578,8,16,18,Shotgun Surgery,Minor,Split Class,1,22,6,489,60.09,0.757,8
8574,file_123.py,Go,Spring,754,42,56,3,Temporary Field,Major,Encapsulate Field,1,49,5,323,24.87,0.346,8
7374,file_124.py,Go,Flask,1527,34,60,10,Large Class,Minor,Simplify Conditional,0,38,20,353,25.71,0.131,1
7892,file_125.py,C#,Spring,399,28,44,5,Lazy Class,Critical,Remove Dead Code,0,25,22,95,80.28,0.011,17
2678,file_126.py,Python,Django,1657,48,7,9,Data Clumps,Critical,Simplify Conditional,0,58,30,120,61.98,0.275,1
4242,file_127.py,JavaScript,None,801,49,41,19,Message Chains,Critical,Simplify Conditional,0,28,5,5,49.28,0.105,2
5636,file_128.py,Python,Spring,1042,47,74,16,Primitive Obsession,Major,Extract Method,1,44,25,418,61.8,0.782,1
2059,file_129.py,C#,Spring,388,9,19,6,Inappropriate Intimacy,Minor,Extract Method,0,23,28,411,11.49,0.001,9
7668,file_130.py,Go,Angular,1899,34,16,18,Dead Code,Minor,Inline Method,1,35,36,487,74.85,0.178,7
4157,file_131.py,JavaScript,Angular,1465,40,28,8,Large Class,Minor,Extract Class,0,48,27,333,28.61,0.351,7
6915,file_132.py,C#,Flask,915,49,25,14,Message Chains,Minor,Move Method,1,47,18,435,40.06,0.561,13
3693,file_133.py,Go,Angular,738,1,31,11,Primitive Obsession,Major,Extract Class,0,46,31,490,29.89,0.232,0
4627,file_134.py,C#,Django,608,43,57,19,Duplicated Code,Minor,Remove Dead Code,1,35,9,27,48.52,0.517,4
6450,file_135.py,Python,Spring,469,25,75,4,Data Clumps,Critical,Rename Variable,0,58,4,54,78.43,0.604,12
2663,file_136.py,Java,Django,894,16,71,11,Switch Statements,Minor,Extract Method,1,29,34,456,24.26,0.106,1
6592,file_137.py,Java,Django,951,31,66,12,Feature Envy,Major,Inline Method,1,25,37,144,83.5,0.034,16
8392,file_138.py,Go,Spring,27,3,47,9,Long Method,Minor,Move Method,1,38,37,189,88.38,0.762,9
2306,file_139.py,Python,Spring,220,12,3,9,Speculative Generality,Critical,Encapsulate Field,1,35,31,295,53.91,0.041,8
7776,file_140.py,C++,Flask,370,11,67,14,Speculative Generality,Critical,Introduce Parameter Object,0,18,38,6,12.73,0.373,11
6864,file_141.py,Go,Flask,1418,27,12,3,God Class,Major,Split Class,1,16,17,38,31.85,0.643,7
8526,file_142.py,JavaScript,None,1174,1,31,2,Primitive Obsession,Critical,Split Class,1,51,4,365,52.22,0.452,10
9901,file_143.py,Go,Flask,387,36,42,10,Lazy Class,Critical,Extract Method,0,49,9,469,62.62,0.682,3
6575,file_144.py,C++,Spring,1276,32,25,14,Speculative Generality,Major,Extract Method,0,16,15,350,31.66,0.188,0
6530,file_145.py,JavaScript,None,21,22,77,2,Primitive Obsession,Major,Extract Class,1,40,24,406,33.74,0.277,2
5413,file_146.py,Go,Angular,1997,6,15,15,Large Class,Major,Replace Conditional with Polymorphism,1,39,8,237,33.65,0.557,15
4748,file_147.py,Python,None,839,2,30,8,God Class,Major,Inline Method,0,41,31,281,45.25,0.771,18
1663,file_148.py,Java,None,1830,39,70,13,Data Clumps,Major,Introduce Parameter Object,1,29,28,364,23.32,0.194,11
2998,file_149.py,Java,Flask,1359,46,52,9,Lazy Class,Critical,Split Class,0,32,33,385,64.32,0.778,11
8994,file_150.py,C#,Spring,234,31,41,18,Speculative Generality,Major,Extract Class,0,42,12,31,37.5,0.502,6
2495,file_151.py,Java,Django,354,40,24,17,Message Chains,Minor,Split Class,1,23,24,24,65.22,0.685,18
4304,file_152.py,JavaScript,Django,1005,10,43,12,Duplicated Code,Critical,Introduce Parameter Object,0,36,5,212,99.58,0.533,2
4763,file_153.py,Java,Angular,504,35,2,6,Temporary Field,Major,Introduce Parameter Object,0,43,26,442,75.43,0.863,5
6232,file_154.py,Go,Angular,1850,27,34,5,Data Clumps,Minor,Move Method,1,23,18,63,89.38,0.558,8
2853,file_155.py,Java,Angular,62,22,57,7,Feature Envy,Critical,Replace Conditional with Polymorphism,1,20,24,94,33.25,0.273,17
7585,file_156.py,Java,Angular,787,3,72,7,Data Clumps,Major,Remove Dead Code,1,43,28,448,46.21,0.771,15
2291,file_157.py,C++,None,1893,2,36,1,Primitive Obsession,Critical,Split Class,0,10,33,148,17.64,0.058,7
4581,file_158.py,C++,Angular,1240,30,63,17,Message Chains,Minor,Encapsulate Field,0,58,17,325,89.41,0.291,19
8554,file_159.py,C++,Django,1314,6,39,1,Shotgun Surgery,Major,Extract Class,0,29,28,406,76.94,0.766,7
8280,file_160.py,JavaScript,Flask,424,23,25,8,God Class,Major,Introduce Parameter Object,0,6,11,73,13.29,0.054,15
2636,file_161.py,JavaScript,None,1687,8,16,9,Message Chains,Critical,Simplify Conditional,0,22,7,278,13.97,0.08,13
4696,file_162.py,Go,None,981,23,25,16,Duplicated Code,Critical,Inline Method,1,57,10,480,61.46,0.819,18
1698,file_163.py,Python,Django,1289,36,72,17,Lazy Class,Minor,Move Method,0,57,34,287,78.58,0.842,0
5737,file_164.py,JavaScript,Spring,555,39,36,14,Switch Statements,Minor,Extract Class,1,52,39,127,11.49,0.512,19
1854,file_165.py,Python,Spring,1622,8,14,18,Dead Code,Major,Encapsulate Field,0,31,7,271,92.68,0.863,14
9164,file_166.py,C#,React,1831,40,76,8,Large Class,Critical,Remove Dead Code,0,28,35,55,65.02,0.464,15
6855,file_167.py,C#,Spring,1194,21,30,9,Shotgun Surgery,Minor,Encapsulate Field,1,32,25,462,42.86,0.983,12
8392,file_168.py,Go,React,1813,48,25,19,Duplicated Code,Minor,Extract Class,0,32,9,433,33.11,0.139,18
7528,file_169.py,Go,None,1492,19,71,14,Switch Statements,Major,Replace Conditional with Polymorphism,0,36,2,499,44.61,0.564,3
6249,file_170.py,C++,Django,959,36,13,11,Feature Envy,Minor,Simplify Conditional,1,57,3,354,55.44,0.638,2
6172,file_171.py,Java,None,83,7,20,10,Feature Envy,Major,Extract Class,0,49,33,22,86.68,0.053,15
2707,file_172.py,Go,None,543,7,29,5,Lazy Class,Major,Extract Method,1,35,29,234,38.42,0.827,13
6791,file_173.py,C++,Flask,1048,16,48,14,Lazy Class,Major,Split Class,1,45,8,284,40.67,0.421,10
6535,file_174.py,Python,Spring,1036,48,47,5,Switch Statements,Major,Encapsulate Field,1,24,28,203,23.11,0.672,19
5931,file_175.py,JavaScript,Angular,1042,37,39,1,Inappropriate Intimacy,Critical,Extract Class,1,42,32,11,43.13,0.748,15
4510,file_176.py,JavaScript,None,1591,4,15,19,Shotgun Surgery,Critical,Rename Variable,1,30,25,24,35.97,0.356,0
1202,file_177.py,Python,Flask,137,45,29,1,Temporary Field,Major,Inline Method,0,25,32,325,17.06,0.589,3
5218,file_178.py,C#,Django,83,35,6,12,Data Clumps,Critical,Split Class,0,32,37,21,99.43,0.315,7
9958,file_179.py,C++,Flask,1750,44,49,9,Temporary Field,Major,Simplify Conditional,0,11,17,81,10.68,0.494,17
5389,file_180.py,Python,Flask,1313,3,16,12,Message Chains,Minor,Replace Conditional with Polymorphism,0,5,10,423,93.0,0.99,4
3327,file_181.py,C#,Angular,1507,35,64,13,Long Method,Critical,Encapsulate Field,1,15,2,31,65.55,0.037,1
9004,file_182.py,C++,Flask,1487,17,19,12,Inappropriate Intimacy,Critical,Extract Class,0,59,7,270,60.95,0.17,0
3931,file_183.py,Python,Django,1141,47,6,16,Feature Envy,Critical,Split Class,0,32,21,128,64.7,0.713,6
8777,file_184.py,JavaScript,Angular,960,31,8,14,Inappropriate Intimacy,Critical,Split Class,0,15,3,481,50.51,0.429,5
1197,file_185.py,Java,React,812,40,71,12,Feature Envy,Critical,Split Class,1,8,36,19,14.13,0.055,5
8125,file_186.py,Java,None,885,45,17,2,Message Chains,Major,Extract Class,1,7,39,434,88.52,0.729,8
2930,file_187.py,JavaScript,Django,838,49,45,19,Speculative Generality,Critical,Inline Method,0,50,4,430,73.81,0.334,10
7287,file_188.py,Go,Angular,558,33,62,11,Feature Envy,Minor,Simplify Conditional,1,20,1,491,61.48,0.252,12
9800,file_189.py,Go,None,1342,43,16,6,Message Chains,Minor,Extract Method,0,43,23,206,98.4,0.828,10
5282,file_190.py,Java,Spring,638,5,5,4,God Class,Major,Introduce Parameter Object,0,33,17,448,43.82,0.358,2
3511,file_191.py,Python,Spring,1225,11,22,14,Primitive Obsession,Minor,Introduce Parameter Object,0,33,17,15,69.82,0.086,6
1659,file_192.py,JavaScript,None,626,14,8,17,Shotgun Surgery,Major,Replace Conditional with Polymorphism,0,22,16,296,70.31,0.637,5
3811,file_193.py,JavaScript,None,1566,7,55,16,Dead Code,Major,Extract Class,1,43,11,210,87.49,0.822,6
8098,file_194.py,Java,React,1586,38,68,13,Feature Envy,Major,Extract Method,1,12,25,72,81.22,0.82,5
7546,file_195.py,Java,Spring,823,5,37,11,Dead Code,Critical,Inline Method,1,27,27,158,75.8,0.627,6
2986,file_196.py,JavaScript,Django,726,5,17,4,Temporary Field,Critical,Simplify Conditional,0,43,21,285,26.3,0.773,1
9338,file_197.py,Python,Django,1295,37,70,8,God Class,Critical,Encapsulate Field,1,10,26,135,11.6,0.6,19
3911,file_198.py,C#,Flask,1805,42,53,3,Data Clumps,Minor,Remove Dead Code,0,38,10,385,11.8,0.291,6
2734,file_199.py,Python,Django,375,40,21,5,Message Chains,Minor,Move Method,0,32,21,153,21.5,0.566,11
2843,file_200.py,Python,Spring,720,37,38,14,Message Chains,Minor,Encapsulate Field,0,36,14,436,67.79,0.242,12
9680,file_201.py,C#,Angular,1173,30,54,19,Duplicated Code,Minor,Encapsulate Field,1,41,11,253,52.34,0.092,10
3976,file_202.py,Python,Angular,1524,11,51,3,Inappropriate Intimacy,Minor,Move Method,1,10,10,154,60.77,0.403,5
2959,file_203.py,Python,None,1969,9,31,6,God Class,Major,Split Class,1,23,37,167,12.21,0.632,5
6759,file_204.py,JavaScript,React,777,32,19,2,Switch Statements,Minor,Move Method,0,58,34,8,40.86,0.709,2
7694,file_205.py,C#,None,709,19,57,14,Inappropriate Intimacy,Major,Split Class,1,18,34,177,81.89,0.714,0
3385,file_206.py,C#,Spring,1275,1,65,7,Speculative Generality,Critical,Extract Class,0,12,22,486,39.32,0.301,2
5736,file_207.py,Go,Spring,293,49,63,12,Data Clumps,Minor,Extract Class,0,55,37,433,59.56,0.874,8
2802,file_208.py,Python,Flask,1137,49,35,14,Feature Envy,Critical,Rename Variable,1,46,1,154,52.1,0.008,17
9155,file_209.py,C++,Django,1902,15,26,2,Large Class,Critical,Move Method,1,37,26,463,71.72,0.917,6
9120,file_210.py,C#,Django,487,23,16,8,Speculative Generality,Major,Rename Variable,0,30,22,153,85.84,0.334,7
7616,file_211.py,Java,React,1721,31,25,13,Shotgun Surgery,Major,Replace Conditional with Polymorphism,0,9,1,24,72.2,0.045,12
6534,file_212.py,C#,Spring,957,16,28,1,Inappropriate Intimacy,Major,Inline Method,1,9,12,180,32.34,0.206,18
5061,file_213.py,Go,None,195,38,28,11,Primitive Obsession,Major,Simplify Conditional,1,53,4,146,91.47,0.31,6
1262,file_214.py,Java,None,1066,14,21,1,Feature Envy,Critical,Inline Method,1,15,24,424,66.06,0.231,17
7287,file_215.py,Go,None,1792,4,11,8,Temporary Field,Critical,Move Method,1,57,8,418,33.66,0.986,11
9815,file_216.py,Java,React,1190,42,65,16,Switch Statements,Critical,Encapsulate Field,1,52,27,336,44.79,0.624,13
3049,file_217.py,Java,Flask,165,37,42,15,God Class,Critical,Introduce Parameter Object,1,19,32,363,30.65,0.707,9
6423,file_218.py,C#,Spring,989,20,9,5,Feature Envy,Minor,Move Method,0,39,36,134,91.56,0.747,17
5548,file_219.py,C#,Django,479,21,36,16,Shotgun Surgery,Critical,Extract Class,1,40,19,478,36.7,0.581,14
4108,file_220.py,JavaScript,Angular,824,7,20,11,Temporary Field,Major,Extract Class,0,56,25,337,74.07,0.559,11
8158,file_221.py,Go,Angular,1618,26,42,17,Lazy Class,Major,Extract Method,0,32,14,318,74.94,0.369,1
8400,file_222.py,JavaScript,React,1562,8,30,1,Primitive Obsession,Critical,Introduce Parameter Object,0,17,34,472,10.83,0.868,0
4170,file_223.py,Java,Angular,613,43,48,6,Data Clumps,Minor,Extract Method,0,25,22,137,74.4,0.487,14
3255,file_224.py,JavaScript,Angular,340,2,79,19,Data Clumps,Critical,Introduce Parameter Object,0,20,8,135,29.22,0.95,13
