project_id,file_name,language,framework,lines_of_code,cyclomatic_complexity,num_methods,num_classes,code_smell_type,smell_severity,refactoring_suggested,refactoring_applied,pre_refactor_complexity,post_refactor_complexity,technical_debt_minutes,maintainability_index,bug_prone_score,developer_experience_years
1698,file_163.py,Python,Django,1289,36,72,17,Lazy Class,Minor,Move Method,0,57,34,287,78.58,0.842,0
1854,file_165.py,Python,Spring,1622,8,14,18,Dead Code,Major,Encapsulate Field,0,31,7,271,92.68,0.863,14
6535,file_174.py,Python,Spring,1036,48,47,5,Switch Statements,Major,Encapsulate Field,1,24,28,203,23.11,0.672,19
1202,file_177.py,Python,Flask,137,45,29,1,Temporary Field,Major,Inline Method,0,25,32,325,17.06,0.589,3
5389,file_180.py,Python,Flask,1313,3,16,12,Message Chains,Minor,Replace Conditional with Polymorphism,0,5,10,423,93.0,0.99,4
3931,file_183.py,Python,Django,1141,47,6,16,Feature Envy,Critical,Split Class,0,32,21,128,64.7,0.713,6
3511,file_191.py,Python,Spring,1225,11,22,14,Primitive Obsession,Minor,Introduce Parameter Object,0,33,17,15,69.82,0.086,6
9338,file_197.py,Python,Django,1295,37,70,8,God Class,Critical,Encapsulate Field,1,10,26,135,11.6,0.6,19
2734,file_199.py,Python,Django,375,40,21,5,Message Chains,Minor,Move Method,0,32,21,153,21.5,0.566,11
2843,file_200.py,Python,Spring,720,37,38,14,Message Chains,Minor,Encapsulate Field,0,36,14,436,67.79,0.242,12
3976,file_202.py,Python,Angular,1524,11,51,3,Inappropriate Intimacy,Minor,Move Method,1,10,10,154,60.77,0.403,5
2959,file_203.py,Python,,1969,9,31,6,God Class,Major,Split Class,1,23,37,167,12.21,0.632,5
2802,file_208.py,Python,Flask,1137,49,35,14,Feature Envy,Critical,Rename Variable,1,46,1,154,52.1,0.008,17
7197,file_228.py,Python,Django,1029,19,36,6,Long Method,Major,Remove Dead Code,1,57,3,427,62.04,0.477,7
9445,file_232.py,Python,Django,1864,29,23,4,Feature Envy,Major,Move Method,1,19,33,458,99.03,0.184,5
3557,file_233.py,Python,Flask,244,1,77,10,Inappropriate Intimacy,Critical,Encapsulate Field,0,22,28,94,92.14,0.985,5
3961,file_237.py,Python,React,1200,39,10,7,Feature Envy,Major,Extract Method,0,59,26,357,46.48,0.513,18
5493,file_245.py,Python,Django,1288,7,48,15,Lazy Class,Critical,Rename Variable,0,56,26,495,53.35,0.348,5
6600,file_265.py,Python,Django,920,23,77,12,Inappropriate Intimacy,Major,Move Method,1,15,3,283,92.16,0.356,6
8683,file_267.py,Python,Django,964,39,53,12,Dead Code,Major,Split Class,1,52,9,132,37.87,0.202,3
9208,file_270.py,Python,Angular,63,12,51,9,Data Clumps,Major,Move Method,0,15,20,189,34.38,0.286,9
3975,file_285.py,Python,Spring,1498,15,55,11,Message Chains,Minor,Simplify Conditional,0,58,13,42,34.95,0.025,19
7102,file_286.py,Python,Flask,1231,25,60,5,Large Class,Critical,Rename Variable,1,33,25,445,18.3,0.365,3
7709,file_293.py,Python,,1622,14,38,17,Temporary Field,Major,Extract Class,1,46,1,74,32.49,0.587,16
8455,file_299.py,Python,React,49,43,64,17,Dead Code,Major,Inline Method,1,53,20,131,66.57,0.873,19
8806,file_303.py,Python,Angular,1424,6,39,5,Message Chains,Minor,Replace Conditional with Polymorphism,0,26,35,281,81.48,0.481,6
1154,file_304.py,Python,Spring,442,12,23,6,God Class,Major,Move Method,1,9,22,176,55.96,0.663,7
1784,file_306.py,Python,Angular,85,31,12,13,Data Clumps,Minor,Extract Method,1,39,36,141,96.45,0.794,2
8206,file_310.py,Python,Angular,1859,33,49,2,Switch Statements,Major,Remove Dead Code,1,21,12,331,11.43,0.327,18
2841,file_316.py,Python,Angular,1820,39,12,11,Temporary Field,Critical,Simplify Conditional,1,46,13,93,41.17,0.574,14
6919,file_329.py,Python,Spring,430,17,46,6,Primitive Obsession,Minor,Replace Conditional with Polymorphism,0,29,29,170,82.84,0.298,8
1853,file_330.py,Python,Spring,1773,18,66,12,Temporary Field,Major,Remove Dead Code,0,49,33,290,80.11,0.377,17
1574,file_333.py,Python,,1066,19,72,16,Dead Code,Critical,Introduce Parameter Object,0,20,34,317,67.29,0.679,16
4124,file_341.py,Python,Flask,259,30,13,3,Speculative Generality,Minor,Remove Dead Code,0,39,2,279,37.23,0.404,16
6691,file_342.py,Python,Angular,29,35,10,17,Large Class,Major,Split Class,0,50,22,217,88.38,0.874,9
1876,file_348.py,Python,,1898,22,45,13,Duplicated Code,Major,Replace Conditional with Polymorphism,1,32,33,312,83.47,0.948,13
7966,file_351.py,Python,Angular,893,16,52,10,Large Class,Major,Introduce Parameter Object,0,27,2,81,57.28,0.502,7
9932,file_362.py,Python,,1938,33,78,7,Lazy Class,Critical,Split Class,0,28,18,453,14.28,0.458,8
1512,file_371.py,Python,Flask,1359,19,54,14,Duplicated Code,Critical,Split Class,0,6,31,14,72.46,0.317,12
4343,file_377.py,Python,React,1475,31,45,17,Feature Envy,Critical,Extract Class,0,30,11,16,52.38,0.183,14
1580,file_379.py,Python,Flask,657,16,71,10,God Class,Critical,Split Class,1,44,19,172,33.7,0.664,11
3479,file_391.py,Python,Angular,1450,47,26,12,Feature Envy,Minor,Encapsulate Field,0,59,34,231,74.11,0.893,8
7905,file_399.py,Python,,1092,33,65,3,Message Chains,Major,Introduce Parameter Object,1,29,37,210,44.27,0.579,10
3489,file_400.py,Python,Angular,1850,44,22,15,Duplicated Code,Major,Remove Dead Code,1,31,35,242,47.08,0.302,11
6726,file_422.py,Python,Angular,55,7,33,11,Message Chains,Critical,Extract Method,0,16,11,412,76.65,0.146,14
7748,file_427.py,Python,Angular,1088,26,3,5,Shotgun Surgery,Minor,Encapsulate Field,0,51,15,27,44.67,0.74,6
4974,file_431.py,Python,,469,41,55,3,Shotgun Surgery,Critical,Rename Variable,0,49,18,134,48.06,0.255,15
4267,file_432.py,Python,Spring,1318,39,36,4,Shotgun Surgery,Minor,Encapsulate Field,0,10,16,176,89.39,0.957,13
3504,file_443.py,Python,Django,1794,44,50,18,Lazy Class,Minor,Encapsulate Field,0,43,3,254,39.05,0.44,7
3786,file_445.py,Python,,1971,23,60,16,Switch Statements,Critical,Inline Method,1,41,24,493,75.77,0.136,15
1728,file_461.py,Python,React,672,7,53,18,God Class,Critical,Encapsulate Field,1,6,19,138,16.08,0.402,3
9335,file_476.py,Python,Django,1176,12,63,9,Inappropriate Intimacy,Critical,Move Method,0,51,29,250,95.83,0.289,16
8266,file_478.py,Python,Django,1496,34,74,3,Temporary Field,Minor,Simplify Conditional,1,52,16,493,83.74,0.546,12
6334,file_493.py,Python,Flask,1145,24,39,15,God Class,Minor,Simplify Conditional,1,10,7,163,57.9,0.945,15
8419,file_520.py,Python,Angular,1528,40,77,6,Data Clumps,Major,Simplify Conditional,1,36,29,366,26.13,0.721,8
7588,file_523.py,Python,React,1855,14,8,9,Data Clumps,Major,Replace Conditional with Polymorphism,1,12,27,256,65.98,0.516,11
5186,file_526.py,Python,Django,1076,14,11,14,Primitive Obsession,Major,Introduce Parameter Object,1,44,17,237,26.85,0.965,7
8576,file_540.py,Python,,1659,9,33,19,Switch Statements,Critical,Remove Dead Code,0,13,12,373,93.59,0.416,0
5910,file_549.py,Python,Spring,753,34,26,5,Duplicated Code,Critical,Move Method,1,49,21,487,45.23,0.037,4
3703,file_560.py,Python,Flask,567,8,45,17,Duplicated Code,Major,Extract Class,0,26,1,244,39.2,0.543,4
9662,file_561.py,Python,Angular,1299,12,23,5,Dead Code,Minor,Move Method,0,58,2,208,39.02,0.134,5
8575,file_567.py,Python,Django,1965,41,23,14,Lazy Class,Critical,Extract Class,0,54,36,46,15.91,0.216,10
3745,file_572.py,Python,React,913,32,71,18,Switch Statements,Critical,Move Method,1,36,2,385,38.77,0.961,16
5964,file_575.py,Python,Django,1280,17,79,13,Dead Code,Minor,Replace Conditional with Polymorphism,1,42,34,283,44.68,0.461,13
8714,file_587.py,Python,,163,45,59,10,Lazy Class,Major,Introduce Parameter Object,1,40,34,244,64.3,0.793,18
4324,file_588.py,Python,Django,1691,39,24,6,Inappropriate Intimacy,Major,Replace Conditional with Polymorphism,0,29,36,448,26.72,0.055,10
5804,file_592.py,Python,Django,852,2,4,18,Message Chains,Critical,Simplify Conditional,1,20,26,285,62.12,0.062,11
2838,file_593.py,Python,Flask,285,26,55,16,Dead Code,Major,Simplify Conditional,0,42,12,410,67.68,0.329,5
9415,file_602.py,Python,React,920,7,62,7,Temporary Field,Minor,Introduce Parameter Object,1,30,39,82,83.98,0.478,14
4925,file_605.py,Python,,587,3,53,1,Large Class,Major,Extract Method,0,9,11,236,50.4,0.005,11
9175,file_615.py,Python,React,474,36,13,19,Temporary Field,Minor,Extract Class,1,14,12,471,23.62,0.325,7
7600,file_625.py,Python,Django,998,4,66,11,Data Clumps,Minor,Inline Method,1,41,31,389,49.81,0.824,9
5363,file_639.py,Python,Angular,578,4,39,12,Temporary Field,Critical,Simplify Conditional,1,36,29,248,43.04,0.24,12
4374,file_648.py,Python,Spring,517,28,12,7,Switch Statements,Major,Split Class,0,45,6,496,30.15,0.665,11
7949,file_654.py,Python,,347,26,14,10,Switch Statements,Critical,Introduce Parameter Object,0,16,13,5,17.25,0.442,3
4579,file_675.py,Python,Flask,1367,48,65,2,Data Clumps,Minor,Replace Conditional with Polymorphism,0,21,29,391,76.36,0.398,15
5164,file_677.py,Python,React,1527,6,38,4,Switch Statements,Minor,Rename Variable,1,20,15,257,49.29,0.974,8
4818,file_682.py,Python,,104,7,29,9,Message Chains,Minor,Extract Class,1,16,21,177,71.77,0.647,19
7777,file_698.py,Python,React,496,7,56,18,Feature Envy,Major,Remove Dead Code,1,46,17,422,99.83,0.169,16
7376,file_707.py,Python,React,1099,13,11,5,Speculative Generality,Major,Encapsulate Field,0,14,18,120,11.27,0.018,19
3593,file_710.py,Python,Angular,994,11,6,4,Inappropriate Intimacy,Minor,Simplify Conditional,1,54,7,348,19.56,0.822,19
3878,file_716.py,Python,Django,1419,39,70,3,Speculative Generality,Major,Extract Method,0,8,19,418,49.69,0.97,9
6811,file_721.py,Python,,1829,39,61,6,Duplicated Code,Critical,Extract Class,1,44,22,353,90.66,0.19,14
7809,file_729.py,Python,Flask,319,12,73,7,Large Class,Critical,Simplify Conditional,0,14,22,226,63.7,0.637,14
5621,file_730.py,Python,React,1163,39,42,2,Speculative Generality,Critical,Replace Conditional with Polymorphism,0,14,24,149,34.07,0.113,5
6126,file_731.py,Python,,939,19,55,1,Temporary Field,Minor,Move Method,0,20,11,262,40.4,0.967,4
4086,file_745.py,Python,,1930,36,79,9,Primitive Obsession,Major,Simplify Conditional,0,57,29,416,88.88,0.172,17
7288,file_756.py,Python,,1145,47,21,1,Long Method,Major,Encapsulate Field,1,21,32,198,89.8,0.701,11
6401,file_769.py,Python,Flask,1130,7,75,7,Switch Statements,Critical,Rename Variable,1,17,8,268,45.92,0.916,17
2733,file_774.py,Python,Flask,1182,4,30,17,Long Method,Major,Split Class,1,39,4,412,92.03,0.65,16
2605,file_775.py,Python,Angular,1441,39,59,15,Temporary Field,Minor,Replace Conditional with Polymorphism,0,25,8,355,34.73,0.121,10
4517,file_779.py,Python,Flask,773,46,49,11,Primitive Obsession,Major,Extract Method,1,16,27,287,97.45,0.02,5
9434,file_781.py,Python,Flask,1584,19,6,8,Primitive Obsession,Minor,Extract Class,0,42,1,474,28.65,0.096,3
6966,file_790.py,Python,Flask,284,23,51,13,Temporary Field,Critical,Simplify Conditional,0,46,35,372,42.98,0.671,4
3048,file_803.py,Python,Angular,1124,47,37,10,Feature Envy,Critical,Remove Dead Code,1,53,8,409,56.43,0.403,12
2828,file_805.py,Python,Flask,1937,14,56,10,Lazy Class,Major,Extract Class,1,35,21,411,10.8,0.947,18
8984,file_825.py,Python,,1264,45,48,16,Switch Statements,Critical,Inline Method,1,34,38,216,59.17,0.596,4
7941,file_841.py,Python,Django,204,44,53,2,Duplicated Code,Critical,Split Class,1,57,22,166,52.45,0.619,12
8546,file_844.py,Python,Spring,1847,20,51,12,Speculative Generality,Major,Introduce Parameter Object,0,11,18,326,82.32,0.519,4
5227,file_847.py,Python,Angular,137,8,49,14,God Class,Minor,Inline Method,1,7,17,174,18.34,0.448,9
6142,file_855.py,Python,Angular,389,20,22,17,Large Class,Minor,Extract Method,0,30,16,456,72.09,0.355,11
2997,file_862.py,Python,Spring,1877,21,4,18,Inappropriate Intimacy,Major,Encapsulate Field,1,55,32,210,94.6,0.841,12
4687,file_863.py,Python,Spring,464,30,32,13,Large Class,Major,Remove Dead Code,0,47,21,478,39.41,0.993,15
6765,file_867.py,Python,Flask,966,38,17,2,Dead Code,Major,Extract Method,1,25,9,180,89.31,0.902,12
2202,file_868.py,Python,,1737,15,34,2,God Class,Critical,Extract Class,0,37,26,37,22.5,0.453,15
6788,file_873.py,Python,Spring,468,17,38,14,Speculative Generality,Minor,Extract Method,0,41,19,267,82.5,0.284,19
3674,file_899.py,Python,Django,561,7,2,19,Message Chains,Minor,Split Class,1,35,34,28,47.45,0.783,17
7166,file_904.py,Python,Django,1284,26,31,7,Temporary Field,Major,Inline Method,1,13,27,333,30.53,0.135,8
1345,file_906.py,Python,Flask,756,16,58,3,Feature Envy,Minor,Extract Class,1,35,26,343,36.89,0.307,2
1984,file_910.py,Python,Django,1860,24,36,5,Long Method,Minor,Introduce Parameter Object,1,44,27,388,83.49,0.963,4
1827,file_912.py,Python,Angular,376,23,42,13,Large Class,Major,Inline Method,0,22,33,193,99.36,0.462,8
4476,file_929.py,Python,Angular,1401,9,15,19,Temporary Field,Minor,Introduce Parameter Object,1,51,3,78,72.77,0.778,1
3872,file_933.py,Python,,1851,24,52,8,God Class,Minor,Replace Conditional with Polymorphism,0,43,27,439,61.96,0.875,1
4072,file_934.py,Python,Angular,1271,22,3,10,Shotgun Surgery,Minor,Replace Conditional with Polymorphism,1,25,18,73,32.24,0.813,18
7514,file_938.py,Python,,203,40,30,1,Data Clumps,Critical,Extract Class,0,47,24,241,81.29,0.798,11
5971,file_958.py,Python,React,1275,22,41,9,Message Chains,Critical,Remove Dead Code,0,21,14,309,93.3,0.01,10
5380,file_965.py,Python,Flask,570,7,52,7,Lazy Class,Major,Encapsulate Field,1,49,7,112,33.74,0.985,1
5757,file_966.py,Python,Flask,495,13,19,8,Feature Envy,Critical,Split Class,0,36,39,233,29.27,0.122,3
1966,file_969.py,Python,Django,555,28,63,6,Temporary Field,Major,Replace Conditional with Polymorphism,0,51,19,158,75.93,0.506,5
5944,file_970.py,Python,,1254,36,46,12,Feature Envy,Major,Split Class,0,41,24,231,61.59,0.45,12
2759,file_979.py,Python,Flask,109,14,39,3,Switch Statements,Minor,Introduce Parameter Object,1,8,14,160,17.89,0.491,18
3482,file_980.py,Python,Django,1377,37,49,1,God Class,Minor,Simplify Conditional,0,32,32,308,22.25,0.835,11
1951,file_982.py,Python,React,1216,12,43,2,Dead Code,Major,Simplify Conditional,0,41,33,217,56.63,0.427,9
7645,file_993.py,Python,Django,207,11,72,16,Inappropriate Intimacy,Major,Introduce Parameter Object,0,57,5,280,39.02,0.136,12
1054,file_1005.py,Python,Flask,227,2,33,1,Lazy Class,Minor,Replace Conditional with Polymorphism,0,37,24,188,11.69,0.422,9
9519,file_1010.py,Python,React,532,13,19,3,Data Clumps,Minor,Extract Class,1,32,23,106,37.86,0.394,5
8218,file_1015.py,Python,React,1608,35,21,15,Feature Envy,Major,Encapsulate Field,1,8,14,167,53.27,0.754,11
8776,file_1016.py,Python,Spring,350,47,75,17,Data Clumps,Critical,Extract Method,1,21,36,376,72.58,0.038,7
6005,file_1027.py,Python,Angular,1689,44,17,11,Feature Envy,Minor,Move Method,1,20,39,398,12.3,0.301,6
3198,file_1033.py,Python,Flask,1024,18,69,18,Long Method,Major,Inline Method,0,18,17,285,19.55,0.741,16
5841,file_1043.py,Python,Angular,439,46,13,9,Temporary Field,Critical,Introduce Parameter Object,0,50,12,97,88.34,0.168,17
5033,file_1063.py,Python,React,1878,29,36,13,Lazy Class,Minor,Encapsulate Field,1,6,35,413,35.84,0.458,8
3051,file_1070.py,Python,,1685,10,19,15,Switch Statements,Minor,Simplify Conditional,1,45,23,274,66.36,0.509,5
6475,file_1076.py,Python,,1113,6,33,19,Long Method,Major,Inline Method,1,43,3,431,31.47,0.839,18
9232,file_1077.py,Python,React,1169,2,60,18,Message Chains,Major,Replace Conditional with Polymorphism,1,24,1,32,51.83,0.83,2
8184,file_1078.py,Python,React,938,18,3,11,Inappropriate Intimacy,Major,Remove Dead Code,1,10,27,97,61.15,0.754,12
2622,file_1081.py,Python,Angular,220,15,68,11,God Class,Critical,Inline Method,1,52,13,416,72.4,0.526,10
1645,file_1086.py,Python,Django,156,22,38,15,Temporary Field,Minor,Inline Method,0,38,12,424,75.95,0.086,16
9646,file_1090.py,Python,Spring,942,12,33,14,Inappropriate Intimacy,Minor,Simplify Conditional,1,54,11,491,11.08,0.565,0
5124,file_1103.py,Python,Django,1341,6,19,5,Duplicated Code,Major,Inline Method,1,38,4,112,73.48,0.867,1
4850,file_1105.py,Python,Flask,809,3,4,11,Dead Code,Minor,Inline Method,1,12,35,93,66.71,0.918,12
2762,file_1120.py,Python,Django,1492,41,64,15,Duplicated Code,Critical,Inline Method,0,50,28,203,61.89,0.419,10
5197,file_1141.py,Python,,756,34,35,4,Shotgun Surgery,Minor,Simplify Conditional,1,58,28,146,47.3,0.993,15
4004,file_1147.py,Python,Angular,663,16,5,16,Primitive Obsession,Critical,Remove Dead Code,1,48,7,195,40.86,0.829,5
9407,file_1154.py,Python,,769,41,63,10,Message Chains,Major,Inline Method,1,43,26,85,82.2,0.92,9
6604,file_1159.py,Python,,611,34,44,16,Long Method,Major,Simplify Conditional,0,26,39,106,12.07,0.754,7
6387,file_1165.py,Python,,517,36,6,12,Lazy Class,Critical,Extract Method,0,52,10,152,63.41,0.827,8
9592,file_1172.py,Python,Angular,746,27,60,14,Dead Code,Major,Remove Dead Code,1,44,35,141,62.5,0.951,13
9820,file_1178.py,Python,,1225,25,18,4,Message Chains,Minor,Remove Dead Code,1,49,23,494,69.49,0.275,12
4561,file_1191.py,Python,Flask,1512,21,60,15,Shotgun Surgery,Critical,Move Method,1,8,5,477,52.39,0.108,8
3983,file_1200.py,Python,Angular,334,42,49,7,Message Chains,Critical,Split Class,1,39,26,267,64.31,0.805,17
5346,file_1214.py,Python,Spring,893,40,77,2,Shotgun Surgery,Critical,Introduce Parameter Object,0,59,16,391,97.67,0.628,2
3050,file_1229.py,Python,,981,32,38,6,Large Class,Minor,Remove Dead Code,0,11,9,137,48.94,0.036,13
2165,file_1230.py,Python,Spring,897,15,55,11,Speculative Generality,Major,Simplify Conditional,1,46,30,262,75.06,0.917,18
9623,file_1237.py,Python,React,1613,37,37,6,Message Chains,Minor,Rename Variable,1,8,6,320,91.18,0.606,8
9173,file_1239.py,Python,Flask,1535,6,73,4,Temporary Field,Minor,Replace Conditional with Polymorphism,1,36,22,345,21.6,0.41,13
9056,file_1242.py,Python,React,1851,33,6,8,Long Method,Major,Encapsulate Field,0,49,15,425,17.0,0.419,8
8486,file_1247.py,Python,Flask,113,35,2,6,Data Clumps,Critical,Rename Variable,0,43,26,19,10.8,0.257,18
8827,file_1252.py,Python,Django,934,11,29,4,Message Chains,Major,Introduce Parameter Object,1,37,22,159,15.45,0.132,6
1936,file_1259.py,Python,Django,1718,37,5,18,God Class,Major,Split Class,1,19,12,213,34.7,0.736,15
2796,file_1262.py,Python,React,46,35,24,1,Lazy Class,Critical,Replace Conditional with Polymorphism,0,40,32,451,12.97,0.817,11
1892,file_1275.py,Python,,1418,1,46,18,Inappropriate Intimacy,Minor,Replace Conditional with Polymorphism,0,51,13,385,87.24,0.852,13
2933,file_1277.py,Python,Spring,525,48,4,9,Feature Envy,Critical,Inline Method,1,26,18,148,80.76,0.857,15
2591,file_1302.py,Python,,1818,14,40,18,Data Clumps,Critical,Move Method,1,54,15,119,70.23,0.757,8
7183,file_1303.py,Python,Angular,193,34,21,2,Message Chains,Major,Split Class,0,27,14,272,69.35,0.971,3
3139,file_1310.py,Python,Django,1016,12,27,5,Shotgun Surgery,Minor,Inline Method,0,31,22,205,66.83,0.58,1
6084,file_1342.py,Python,Angular,546,25,38,14,Temporary Field,Minor,Split Class,0,6,5,109,20.32,0.331,3
3752,file_1350.py,Python,,1482,23,1,17,Duplicated Code,Critical,Extract Method,1,54,31,269,87.88,0.371,14
5811,file_1359.py,Python,Spring,304,8,42,2,Speculative Generality,Critical,Rename Variable,1,32,13,62,93.28,0.294,2
8813,file_1366.py,Python,Angular,231,8,76,1,God Class,Minor,Extract Class,0,45,13,423,66.02,0.381,18
8027,file_1375.py,Python,React,1805,49,47,7,Temporary Field,Critical,Rename Variable,1,56,35,151,63.27,0.777,2
2823,file_1376.py,Python,Django,251,20,6,12,Switch Statements,Critical,Introduce Parameter Object,0,24,17,398,24.93,0.908,2
4155,file_1377.py,Python,,93,28,53,5,Long Method,Critical,Encapsulate Field,0,24,26,491,36.44,0.685,4
4093,file_1378.py,Python,Flask,1689,36,74,11,Temporary Field,Major,Extract Method,0,57,38,117,69.46,0.912,17
6658,file_1379.py,Python,,1047,48,68,14,God Class,Major,Extract Class,1,31,26,173,83.64,0.632,12
5116,file_1383.py,Python,Django,1342,36,76,11,Temporary Field,Minor,Split Class,1,19,10,451,59.85,0.326,8
7446,file_1384.py,Python,Flask,1146,14,26,9,God Class,Minor,Introduce Parameter Object,1,49,24,240,76.8,0.139,8
2980,file_1391.py,Python,Django,1185,7,5,7,Inappropriate Intimacy,Major,Move Method,1,11,6,145,19.45,0.948,11
7059,file_1412.py,Python,Django,1961,6,8,14,Inappropriate Intimacy,Critical,Rename Variable,1,33,18,477,78.9,0.402,11
9884,file_1413.py,Python,Django,481,32,35,2,Switch Statements,Minor,Extract Class,1,23,21,302,87.31,0.423,4
1116,file_1427.py,Python,React,904,3,33,11,Large Class,Major,Replace Conditional with Polymorphism,1,10,5,324,44.52,0.846,4
6463,file_1429.py,Python,Spring,1086,19,13,5,Long Method,Major,Extract Method,1,59,12,425,13.7,0.542,17
7731,file_1446.py,Python,React,494,5,35,8,Speculative Generality,Minor,Remove Dead Code,0,35,26,301,82.92,0.256,2
9905,file_1451.py,Python,,167,28,16,2,Long Method,Minor,Extract Class,0,43,37,274,86.72,0.687,16
1917,file_1459.py,Python,Flask,779,38,68,16,Primitive Obsession,Major,Inline Method,0,55,14,153,35.61,0.282,14
2895,file_1467.py,Python,Angular,1316,49,21,2,Duplicated Code,Major,Split Class,1,15,32,358,22.47,0.65,3
4911,file_1479.py,Python,Flask,1120,35,10,4,Dead Code,Critical,Replace Conditional with Polymorphism,1,56,2,454,20.67,0.577,18
3430,file_1482.py,Python,Flask,1403,42,75,10,Speculative Generality,Minor,Introduce Parameter Object,0,57,19,403,27.42,0.426,3
1514,file_1489.py,Python,React,500,18,32,9,God Class,Major,Move Method,1,52,22,306,66.9,0.676,8
5109,file_1493.py,Python,Django,585,22,28,3,Large Class,Critical,Split Class,1,14,27,213,88.54,0.737,11
1306,file_1504.py,Python,React,611,15,79,9,Lazy Class,Critical,Rename Variable,1,34,19,205,63.45,0.736,6
1956,file_1518.py,Python,Angular,1508,10,44,4,Primitive Obsession,Critical,Inline Method,1,18,10,461,69.82,0.503,9
9595,file_1520.py,Python,Angular,754,33,14,9,Lazy Class,Major,Remove Dead Code,0,10,11,233,52.19,0.917,4
5703,file_1526.py,Python,Angular,1490,20,6,11,Shotgun Surgery,Minor,Remove Dead Code,1,24,27,143,43.19,0.792,12
4714,file_1531.py,Python,Spring,1556,42,66,2,Switch Statements,Critical,Inline Method,0,48,22,128,53.34,0.575,14
1529,file_1532.py,Python,React,1284,40,79,15,Temporary Field,Major,Introduce Parameter Object,0,33,35,254,64.37,0.309,16
3958,file_1533.py,Python,Spring,1947,18,57,3,God Class,Critical,Simplify Conditional,0,39,10,144,25.66,0.975,11
